id,focus,signal,slack,drag,confidence,score,lane
l001,dirty state,35,33,6,25,141,watch
l002,guard slack,35,34,6,55,202,ship
l003,layout drift,35,35,6,85,263,ship
l004,allocation pressure,35,36,18,25,120,watch
l005,dirty state,35,37,18,55,181,ship
l006,guard slack,35,38,18,85,242,ship
l007,layout drift,35,39,34,25,91,hold
l008,allocation pressure,35,40,34,55,152,watch
l009,dirty state,35,41,34,85,213,ship
l010,guard slack,60,42,6,25,200,ship
l011,layout drift,60,43,6,55,261,ship
l012,allocation pressure,60,44,6,85,322,ship
l013,dirty state,60,45,18,25,179,ship
l014,guard slack,60,46,18,55,240,ship
l015,layout drift,60,47,18,85,301,ship
l016,allocation pressure,60,48,34,25,150,watch
l017,dirty state,60,32,34,55,194,ship
l018,guard slack,60,33,34,85,255,ship
l019,layout drift,85,34,6,25,242,ship
l020,allocation pressure,85,35,6,55,303,ship
l021,dirty state,85,36,6,85,364,ship
l022,guard slack,85,37,18,25,221,ship
l023,layout drift,85,38,18,55,282,ship
l024,allocation pressure,85,39,18,85,343,ship
l025,dirty state,85,40,34,25,192,ship
l026,guard slack,85,41,34,55,253,ship
l027,layout drift,85,42,34,85,314,ship
